,RMSE_Y1,RMSE_Y2,R2_Y1,R2_Y2,Avg_RMSE
XGBoost_Tuned,0.49502446946227935,0.5131701246275249,0.7309951111312846,0.7044203866749729,0.5040972970449021
LightGBM_Tuned,0.4695692201069634,0.5067303302850136,0.7579494454692418,0.711792322236573,0.48814977519598846
