,RMSE_Y1,RMSE_Y2,R2_Y1,R2_Y2,Avg_RMSE
XGBoost_Tuned,0.5067438808591522,0.5225372507532077,0.7181072767799688,0.6935312065074564,0.5146405658061799
LightGBM_Tuned,0.47959556519085145,0.5418513339776637,0.7475024572714268,0.6704570383483509,0.5107234495842576
